"time_hours","variable","Genus","SangerID","value"
0,"lactate (mM)","Klebsiella",295,0
0,"lactate (mM)","Enterobacter",303,0
0,"lactate (mM)","Klebsiella",305,0
0,"lactate (mM)","Enterobacter",308,0
0,"lactate (mM)","Klebsiella",310,0
0,"lactate (mM)","Klebsiella",311,0
0,"lactate (mM)","Klebsiella",317,0
0,"lactate (mM)","Enterobacter",320,0
0,"lactate (mM)","Klebsiella",322,0
0,"lactate (mM)","Klebsiella",448,0
16,"lactate (mM)","Enterobacter",327,0.373094031
16,"lactate (mM)","Enterobacter",332,3.874438009
16,"lactate (mM)","Enterobacter",338,0.554857789
16,"lactate (mM)","Raoultella",340,2.905031297
16,"lactate (mM)","Raoultella",461,3.000696433
16,"lactate (mM)","Enterobacter",280,0.765321088
16,"lactate (mM)","Enterobacter",344,3.986047334
16,"lactate (mM)","Raoultella",345,3.584253763
16,"lactate (mM)","Escherichia/Shigella",346,3.115494597
16,"lactate (mM)","Raoultella",348,4.005180362
16,"lactate (mM)","Serratia",458,2.484104699
16,"lactate (mM)","Enterobacter",460,3.485399789
16,"lactate (mM)","Raoultella",356,3.702240764
16,"lactate (mM)","Raoultella",358,2.920975487
16,"lactate (mM)","Klebsiella",360,0.794020629
16,"lactate (mM)","Citrobacter",259,3.459889086
16,"lactate (mM)","Serratia",364,2.790233134
16,"lactate (mM)","Enterobacter",269,0.685600142
16,"lactate (mM)","Citrobacter",270,4.464373015
16,"lactate (mM)","Citrobacter",435,4.693969341
16,"lactate (mM)","Enterobacter",273,0.58355733
16,"lactate (mM)","Serratia",438,2.863576405
16,"lactate (mM)","Citrobacter",439,4.359141365
16,"lactate (mM)","Enterobacter",283,5.303037374
16,"lactate (mM)","Serratia",284,2.503237726
16,"lactate (mM)","Citrobacter",286,3.785150549
16,"lactate (mM)","Raoultella",287,3.003885271
16,"lactate (mM)","Enterobacter",440,0.551668951
16,"lactate (mM)","Enterobacter",442,4.636570259
16,"lactate (mM)","Enterobacter",160,5.290282022
16,"lactate (mM)","Raoultella",165,4.974587073
16,"lactate (mM)","Citrobacter",169,3.721373791
16,"lactate (mM)","Enterobacter",276,5.111707102
16,"lactate (mM)","Raoultella",277,6.007770542
16,"lactate (mM)","Citrobacter",278,4.406973933
16,"lactate (mM)","Raoultella",288,4.566415826
16,"lactate (mM)","Citrobacter",289,3.896759874
16,"lactate (mM)","Klebsiella",295,2.595714024
16,"lactate (mM)","Enterobacter",303,0.940707171
16,"lactate (mM)","Klebsiella",305,0.953462522
16,"lactate (mM)","Enterobacter",308,0.580368492
16,"lactate (mM)","Klebsiella",310,1.568908231
16,"lactate (mM)","Klebsiella",311,1.693272908
16,"lactate (mM)","Klebsiella",317,1.154359308
16,"lactate (mM)","Enterobacter",320,0.8673639
16,"lactate (mM)","Klebsiella",322,1.457298905
16,"lactate (mM)","Klebsiella",448,1.457298905
28,"lactate (mM)","Enterobacter",327,0.374979482
28,"lactate (mM)","Enterobacter",332,7.641823232
28,"lactate (mM)","Enterobacter",338,0.488119843
28,"lactate (mM)","Raoultella",340,4.192658516
28,"lactate (mM)","Raoultella",461,4.545009925
28,"lactate (mM)","Enterobacter",280,0.704702819
28,"lactate (mM)","Enterobacter",344,6.704374527
28,"lactate (mM)","Raoultella",345,4.564405416
28,"lactate (mM)","Escherichia/Shigella",346,4.939384898
28,"lactate (mM)","Raoultella",348,7.50928738
28,"lactate (mM)","Serratia",458,5.844507785
28,"lactate (mM)","Enterobacter",460,6.933887831
28,"lactate (mM)","Raoultella",356,4.334892112
28,"lactate (mM)","Raoultella",358,4.454497637
28,"lactate (mM)","Klebsiella",360,1.276869787
28,"lactate (mM)","Citrobacter",259,4.819779373
28,"lactate (mM)","Serratia",364,4.373683093
28,"lactate (mM)","Enterobacter",269,0.219815558
28,"lactate (mM)","Citrobacter",270,5.880066184
28,"lactate (mM)","Citrobacter",435,6.924190085
28,"lactate (mM)","Enterobacter",273,0.14869876
28,"lactate (mM)","Serratia",438,4.991106205
28,"lactate (mM)","Citrobacter",439,5.081618494
28,"lactate (mM)","Enterobacter",283,6.678513873
28,"lactate (mM)","Serratia",284,3.788585798
28,"lactate (mM)","Citrobacter",286,6.429605079
28,"lactate (mM)","Raoultella",287,4.289635968
28,"lactate (mM)","Enterobacter",440,0.210117813
28,"lactate (mM)","Enterobacter",442,6.516884786
28,"lactate (mM)","Enterobacter",160,7.354123457
28,"lactate (mM)","Raoultella",165,7.842243299
28,"lactate (mM)","Citrobacter",169,5.776623568
28,"lactate (mM)","Enterobacter",276,6.180696285
28,"lactate (mM)","Raoultella",277,7.871336535
28,"lactate (mM)","Citrobacter",278,5.967345891
28,"lactate (mM)","Raoultella",288,8.517852883
28,"lactate (mM)","Citrobacter",289,5.498621538
28,"lactate (mM)","Klebsiella",295,3.979308121
28,"lactate (mM)","Enterobacter",303,0.491352424
28,"lactate (mM)","Klebsiella",305,0.617423112
28,"lactate (mM)","Enterobacter",308,0.753191545
28,"lactate (mM)","Klebsiella",310,1.83933901
28,"lactate (mM)","Klebsiella",311,2.130271366
28,"lactate (mM)","Klebsiella",317,1.441731456
28,"lactate (mM)","Enterobacter",320,0.940681286
28,"lactate (mM)","Klebsiella",322,2.013898424
28,"lactate (mM)","Klebsiella",448,2.091480385
48,"lactate (mM)","Enterobacter",327,0
48,"lactate (mM)","Enterobacter",332,3.760977984
48,"lactate (mM)","Enterobacter",338,0.006546524
48,"lactate (mM)","Raoultella",340,2.936115972
48,"lactate (mM)","Raoultella",461,2.968848591
48,"lactate (mM)","Enterobacter",280,0
48,"lactate (mM)","Enterobacter",344,5.181573671
48,"lactate (mM)","Raoultella",345,2.281463581
48,"lactate (mM)","Escherichia/Shigella",346,0.382971648
48,"lactate (mM)","Raoultella",348,6.078447446
48,"lactate (mM)","Serratia",458,4.96226512
48,"lactate (mM)","Enterobacter",460,5.741301465
48,"lactate (mM)","Raoultella",356,2.769179612
48,"lactate (mM)","Raoultella",358,2.700441111
48,"lactate (mM)","Klebsiella",360,0.412431006
48,"lactate (mM)","Citrobacter",259,0.019639572
48,"lactate (mM)","Serratia",364,3.161971046
48,"lactate (mM)","Enterobacter",269,0.091651335
48,"lactate (mM)","Citrobacter",270,0.098197859
48,"lactate (mM)","Citrobacter",435,0.072011763
48,"lactate (mM)","Enterobacter",273,0
48,"lactate (mM)","Serratia",438,4.121036798
48,"lactate (mM)","Citrobacter",439,0.101471121
48,"lactate (mM)","Enterobacter",283,1.715189263
48,"lactate (mM)","Serratia",284,3.089959283
48,"lactate (mM)","Citrobacter",286,0.533541698
48,"lactate (mM)","Raoultella",287,2.788819184
48,"lactate (mM)","Enterobacter",440,0
48,"lactate (mM)","Enterobacter",442,1.81011386
48,"lactate (mM)","Enterobacter",160,1.335490877
48,"lactate (mM)","Raoultella",165,7.204449558
48,"lactate (mM)","Citrobacter",169,0.445163626
48,"lactate (mM)","Enterobacter",276,1.112909064
48,"lactate (mM)","Raoultella",277,3.882088676
48,"lactate (mM)","Citrobacter",278,0.098197859
48,"lactate (mM)","Raoultella",288,7.623427088
48,"lactate (mM)","Citrobacter",289,1.639904238
48,"lactate (mM)","Klebsiella",295,2.356748606
48,"lactate (mM)","Enterobacter",303,0
48,"lactate (mM)","Klebsiella",305,0
48,"lactate (mM)","Enterobacter",308,0.065465239
48,"lactate (mM)","Klebsiella",310,0.235674861
48,"lactate (mM)","Klebsiella",311,0.405884482
48,"lactate (mM)","Klebsiella",317,0.222581813
48,"lactate (mM)","Enterobacter",320,0.01636631
48,"lactate (mM)","Klebsiella",322,0.896873775
48,"lactate (mM)","Klebsiella",448,0.674291962
